doi,name,affiliation,publisher,type
10.5281/zenodo.1036451,"K.C. Mounika1, Katta. Manogna2","1Sree Vidyanikethan Engineering College Tirupati-517 102, A.P, India. 2SVU College of Pharmaceutical Scieincs, Sv Univeristy, Tirupati.",Zenodo,JOUR
10.5281/zenodo.1036452,"K.C. Mounika1, Katta. Manogna2","1Sree Vidyanikethan Engineering College Tirupati-517 102, A.P, India. 2SVU College of Pharmaceutical Scieincs, Sv Univeristy, Tirupati.",Zenodo,JOUR
10.17026/dans-zx6-h97m,"Samur, D.",VU University Amsterdam,Data Archiving and Networked Services (DANS),DATA
10.5281/zenodo.268696,"Savelsbergh, Geert J. P.","VU University, Amsterdam",Zenodo,JOUR
10.5281/zenodo.18293,"Moné, Martijn J.","VU University Amsterdam (VUA), The Netherlands",Zenodo,RPRT
10.5281/zenodo.31889,"Dumitrache, Anca",VU University Amsterdam,Zenodo,COMP
10.5281/zenodo.3691882,"Laursen Olason, Kristian Valur","Vrije Universiteit, SURFsara",Zenodo,DATA
10.5281/zenodo.3695029,"Laursen Olason, Kristian Valur","Vrije Universiteit, SURFsara",Zenodo,DATA
10.5281/zenodo.3691883,"Laursen Olason, Kristian Valur","Vrije Universiteit, SURFsara",Zenodo,DATA
10.1177/0170840607078719,"Elfring, Tom","Vrije Universiteit Amsterdam, The Netherlands,",SAGE Publications,JOUR
10.1089/cyber.2018.0730,"Du, Jie","Department of Communication Science, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands.",Mary Ann Liebert Inc,JOUR
10.1177/0956797616682026,"Köbis, Nils C.","Department of Experimental and Applied Psychology, Vrije Universiteit Amsterdam",SAGE Publications,JOUR
10.1111/anti.12337,"Cuttitta, Paolo",Faculteit der Rechtsgeleerdheid; Vrije Universiteit Amsterdam; Amsterdam The Netherlands,Wiley,JOUR
10.5281/zenodo.3691680,"Wang, Shuai",Vrije University Amsterdam,Zenodo,DATA
10.5281/zenodo.3693802,"Wang, Shuai",Vrije University Amsterdam,Zenodo,DATA
10.5281/zenodo.3693635,"Jennings, Paul",Vrije Universiteit Amsterdam,Zenodo,RPRT
10.5281/zenodo.3693636,"Jennings, Paul",Vrije Universiteit Amsterdam,Zenodo,RPRT
10.1177/08959374990130012201,"Burger, E.H.","ACTA-Vrije Universiteit Department of Oral Cell Biology Van der Boechorststraat 7 1081 BT Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1016/j.jom.2018.10.004,"Friesike, Sascha",KIN Center for Digital InnovationVrije Universiteit Amsterdam the Netherlands; Alexander von Humboldt Institute for Internet and Society Berlin Germany,Wiley,JOUR
10.1161/01.str.30.11.2369,"van der Lee, Johanna H.","From the Departments of Rehabilitation Medicine (J.H. van der L., G.J.L., T.W.V.) and Physical Therapy (R.C.W.), University Hospital Vrije Universiteit, and Institute for Research in Extramural Medicine, Vrije Universiteit (J.H. van der L., G.J.L., W.L.D., L.M.B.), Amsterdam, the Netherlands.",Ovid Technologies (Wolters Kluwer Health),JOUR
10.1080/07350015.2016.1245622,"Opschoor, Anne","Department of Finance, Vrije Universiteit Amsterdam and Tinbergen Institute, 1081 MS Amsterdam, The Netherlands ()",Informa UK Limited,JOUR
10.1080/02640414.2018.1499413,"Ibrahim, Rony","Department of Human Movement Sciences, Faculty of Behavioural and Movement Sciences, Vrije Universiteit Amsterdam, Amsterdam Movement Science, Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.1177/1059601116628720,"Lehmann-Willenbrock, Nale","Vrije Universiteit Amsterdam, The Netherlands",SAGE Publications,JOUR
10.5465/amle.2015.0185,"Gerpott, Fabiola H.","Vrije Universiteit Amsterdam, The Netherlands",Academy of Management,JOUR
10.1108/jsbed-02-2017-0079,"Eyana, Shiferaw Muleta","Department of Management and Organisation, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",Emerald,JOUR
10.1002/2014jd021911,"Van Damme, M.","Spectroscopie de l'atmosphère, Chimie Quantique et Photophysique; Université Libre de Bruxelles; Brussels Belgium; Cluster Earth and Climate, Department of Earth Sciences; Vrije Universiteit Amsterdam; Amsterdam Netherlands",American Geophysical Union (AGU),JOUR
10.1182/blood.v97.5.1165,"Stevens, Servi J. C.","From the Department of Pathology, University Hospital Vrije Universiteit, Amsterdam, The Netherlands, and the Departments of Clinical Immunology and Pulmonary Diseases, University Hospital Groningen, Groningen, The Netherlands.",American Society of Hematology,JOUR
10.1191/0309133302pp350ra,"(Kees) Kasse, Cornelis","The Netherlands Centre for Geo-ecological Research, Faculty of Earth and Life Sciences, Vrije Universiteit, De Boelelaan 1085, 1081 HV Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1080/21680566.2017.1358678,"Lai, David S. W.","Department of Information, Logistics and Innovation, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.1002/2014pa002720,"Caley, Thibaut","Earth and Climate Cluster, Faculty of Earth and Life Sciences; Vrije Universiteit Amsterdam; Amsterdam Netherlands; Now at UBO/Ifremer; Laboratoire Environnements Sédimentaires Z.I. Pointe du diable; Plouzané France",American Geophysical Union (AGU),JOUR
10.1177/0022034517702331,"Baâdoudi, F.","Department of Social Dentistry, Academic Centre for Dentistry Amsterdam, Vrije Universiteit University, and University of Amsterdam, Amsterdam, the Netherlands",SAGE Publications,JOUR
10.1190/1.1468614,"Van Dam, Remke L.","Formerly Vrije Universiteit Amsterdam, Faculty of Earth Sciences, 1081 HV Amsterdam, The Netherlands; presently Bemuurde Weerd o.z. 7, 3514 AN Utrecht, The Netherlands.",Society of Exploration Geophysicists,JOUR
10.1128/jcm.37.10.3083-3091.1999,"Savelkoul, P. H. M.","Department of Medical Microbiology and Infection Control, University Hospital Vrije Universiteit, Amsterdam,
1",American Society for Microbiology,JOUR
10.1080/17511321.2017.1351483,"Geeraets, Vincent","Legal Theory, Vrije Universiteit Amsterdam, Amsterdam, Netherlands",Informa UK Limited,JOUR
10.1177/0305735616656790,"Oudejans, Raôul R. D.","MOVE Research Institute Amsterdam, Vrije Universiteit, Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1111/joor.12663,"Lobbezoo, F.",Department of Oral Kinesiology; Academic Centre for Dentistry Amsterdam (ACTA); University of Amsterdam and Vrije Universiteit Amsterdam; Amsterdam The Netherlands,Wiley,JOUR
10.1111/joor.12594,"Muzalev, K.",Department of Oral Kinesiology; Academic Centre for Dentistry Amsterdam (ACTA); University of Amsterdam and Vrije Universiteit Amsterdam; Amsterdam The Netherlands,Wiley,JOUR
10.1002/smr.1776,"Razavian, Maryam",Department of Computer Science; Vrije Universiteit Amsterdam; The Netherlands; School of Industrial Engineering; Eindhoven University of Technology; The Netherlands,Wiley,JOUR
10.1111/geb.12024,"Liu, Yi Y.","Water Research Centre, School of Civil and Environmental Engineering; University of New South Wales; Sydney NSW 2052 Australia; Climate Change Research Centre; University of New South Wales; Sydney NSW 2052 Australia; Department of Hydrology and Geo-Environmental Sciences; Faculty of Earth and Life Sciences; Vrije Universiteit Amsterdam; Amsterdam 1181 HV The Netherlands; CSIRO Land and Water; Black Mountain Laboratories; Canberra ACT 2601 Australia",Wiley,JOUR
10.1200/jco.2001.19.20.4074,"Vasen, H. F.A.","From the Netherlands Foundation for the Detection of Hereditary Tumors; Departments of Gastroenterology and Clinical and Human Genetics, Leiden University Medical Centre, Leiden; Department of Gastroenterology, University Hospital Radboud, Nijmegen; and Department of Gastroenterology, University Hospital Groningen, Groningen, the Netherlands; Department of Clinical Genetics, Radiumhospital, Oslo, Norway; Department of Clinical and Human Genetics, University Hospital Vrije Universiteit; and Department of...",American Society of Clinical Oncology (ASCO),JOUR
10.1177/0170840607078003,"Vlaar, Paul W. L.","Vrije Universiteit Amsterdam, The Netherlands,",SAGE Publications,JOUR
10.1111/apt.14939,"van den Brand, Floris F.",Department of Gastroenterology and Hepatology; Amsterdam Gastroenterology and Metabolism; Amsterdam UMC; Vrije Universiteit Amsterdam; Amsterdam The Netherlands,Wiley,JOUR
10.1098/rsfs.2013.0005,"Kennis, John T. M.","Biophysics Group, Department of Physics and Astronomy, Faculty of Sciences, Vrije Universiteit, De Boelelaan 1081, 1081 HV Amsterdam, The Netherlands",The Royal Society,JOUR
10.1093/ndt/10.7.1212,"Calame, W.","Department of Cell Biology, Faculty of Medicine, Vrije Universiteit Amsterdam, The Netherlands",Oxford University Press (OUP),JOUR
10.1177/089686089901900408,"Schalkwijk, Casper G.","Department of Clinical Chemistry, Academic Hospital Vrije Universiteit, Academic Hospital Vrije Universiteit, Amsterdam, The Netherlands; Institute for Cardiovascular Research, Vrije Universiteit, Academic Hospital Vrije Universiteit, Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1177/089686080002000639,"Schalkwijk, Casper G.","Department of Clinical Chemistry Department of Nephrology Academic Hospital Vrije Universiteit Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1177/00220345940730100501,"Henskens, Y.M.C.","Department of Oral Biochemistry, Academic Centre for Dentistry Amsterdam (ACTA), Vrije Universiteit, Van der Boechorststraat 7,1081 BT Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1115/1.2795940,"Out, Lia","Department of Functional Anatomy, Vrije Universiteit Amsterdam, The Netherlands",ASME International,JOUR
10.5281/zenodo.3691681,"Wang, Shuai",Vrije University Amsterdam,Zenodo,DATA
10.1016/j.jalz.2018.10.003,"Slot, Rosalinde E.R.",Alzheimer Center Amsterdam; Department of Neurology; Amsterdam Neuroscience; Vrije Universiteit Amsterdam; Amsterdam UMC; Amsterdam the Netherlands,Wiley,JOUR
10.1002/jcc.23323,"Franchini, Mirko","Theoretical Chemistry; Vrije Universiteit; De Boelelaan 1083 NL-1081 HV Amsterdam The Netherlands; Scientific Computing & Modelling NV; Theoretical Chemistry, Vrije Universiteit; De Boelelaan 1083 NL-1081 HV Amsterdam The Netherlands",Wiley,JOUR
10.1177/0011392117703766,"Ghorashi, Halleh","Vrije Universiteit Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1177/1747954117694922,"van Maarseveen, Mariëtte JJ","Department of Human Movement Sciences, Vrije Universiteit Amsterdam, MOVE Research Institute Amsterdam, Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1021/ct0502460,"Swart, Marcel","Theoretische Chemie, Scheikundig Laboratorium der Vrije Universiteit, De Boelelaan 1083, NL-1081 HV Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1142/3609,"van Amerongen, Herbert",Vrije UniversiteitThe Netherlands,WORLD SCIENTIFIC,BOOK
10.1080/13607860410001669732,"Dröes, R.-M.","a   Department of Psychiatry , Vrije Universiteit medical centre, Alzheimer Centre , Amsterdam,  the Netherlands",Informa UK Limited,JOUR
10.1200/jco.2014.60.6376,"Rodriguez-Galindo, Carlos","Carlos Rodriguez-Galindo and Paola Friedrich, Dana-Farber/Boston Children's Cancer and Blood Disorders Center and Harvard Medical School, Boston, MA; Patricia Alcasabas, Philippines General Hospital, Manila, Philippines; Federico Antillon, Unidad Nacional de Oncología Pediátrica, and Francisco Marroquín Medical School, Guatemala City, Guatemala; Shripad Banavali, Tata Memorial Hospital, Mumbai, India; Luis Castillo, Hospital Pereira Rossell, Montevideo, Uruguay; Trijn Israels, Vrije Universiteit Medical...",American Society of Clinical Oncology (ASCO),JOUR
10.1115/1.1615619,"Maas, Huub","Instituut voor Fundamentele en Klinische Bewegingswetenschappen, Faculteit Bewegingswetenschappen, Vrije Universiteit, Van der Boechorststraat 9, 1081 BT, Amsterdam, The Netherlands",ASME International,JOUR
10.1093/eurheartj/ehz333,"Lemkes, Jorrit S","Department of Cardiology, Amsterdam Cardiovascular Sciences, Amsterdam UMC, Vrije Universiteit Amsterdam, De Boelelaan 1117, Amsterdam, the Netherlands",Oxford University Press (OUP),JOUR
10.1152/jn.00498.2016,"McCoy, Brónagh","Department of Experimental and Applied Psychology, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",American Physiological Society,JOUR
10.1084/jem.170.2.499,"Thepen, T","Department of Histology, Vrije Universiteit, Amsterdam, The Netherlands.",Rockefeller University Press,JOUR
10.5281/zenodo.3460310,Petrescu A.M.R.,Vrije Universiteit Amsterdam,Zenodo,DATA
10.5281/zenodo.3662371,Petrescu A.M.R.,Vrije Universiteit Amsterdam,Zenodo,DATA
10.1021/acs.jctc.6b00177,"Vuckovic, Stefan","Department of Theoretical Chemistry and Amsterdam Center for Multiscale Modeling, FEW, Vrije Universiteit, De Boelelaan 1083, 1081HV Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1021/acs.jctc.5b00387,"Vuckovic, Stefan","Department of TheoreticalChemistry and Amsterdam Center for Multiscale Modeling, FEW, Vrije Universiteit, De Boelelaan 1083, 1081HV Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1111/j.1438-8677.1992.tb01332.x,"Ernst, W. H. O.","Department of Ecology and Ecotoxicology, Faculty of Biology; Vrije Universiteit; De Boelelaan 1087 1081 HV Amsterdam The Netherlands",Wiley,JOUR
10.1155/2010/324719,"Laine, Marja L.","Department of Oral Microbiology, Academic Center for Dentistry Amsterdam (ACTA), University of Amsterdam and Vrije University, 1081 BT Amsterdam, The Netherlands",Hindawi Limited,JOUR
10.1080/24751839.2017.1295653,"Treur, Jan","Department of Computer Science, Behavioural Informatics Group, Vrije Universiteit Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.1155/2016/1934270,"van Esterik, Fransisca A. S.","Department of Oral Cell Biology, Academic Centre for Dentistry Amsterdam (ACTA), University of Amsterdam and Vrije Universiteit Amsterdam, MOVE Research Institute Amsterdam, Amsterdam, Netherlands; Department of Dental Materials Science, Academic Centre for Dentistry Amsterdam (ACTA), University of Amsterdam and Vrije Universiteit Amsterdam, MOVE Research Institute Amsterdam, Amsterdam, Netherlands",Hindawi Limited,JOUR
10.1002/wps.20661,"Cuijpers, Pim","Department of Clinical, Neuro and Developmental Psychology, Amsterdam Public Health Research InstituteVrije Universiteit Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1080/00140130500101346,"Savelsbergh, Geert J. P.","a  Research Institute for Fundamental and Clinical Human Movement Sciences, Vrije Universiteit Amsterdam , Amsterdam,  The Netherlands; b   Institute for Biophysical and Clinical Research into Human Movement , Manchester Metropolitan University , Manchester,  UK",Informa UK Limited,JOUR
10.1146/annurev.genet.33.1.261,"Venema, Jaap","Department of Biochemistry and Molecular Biology, IMBW, BioCentrum Amsterdam, Vrije Universiteit, HV Amsterdam, 1081 The Netherlands;; Institute of Cell and Molecular Biology, University of Edinburgh, King's Buildings, Swann Building, Edinburgh, EH9 3JR, United Kingdom; e-mail:",Annual Reviews,JOUR
10.1002/jor.23797,"Boers, Heleen E.",Laboratory for Myology; Faculty of Behavioural and Movement Sciences; Vrije Universiteit Amsterdam; Amsterdam Movement Sciences; De Boelelaan 1108 1081 HZ Amsterdam The Netherlands,Wiley,JOUR
10.1111/ijmr.12140,"Kranzbühler, Anne-Madeleine",Vrije Universiteit Amsterdam and VODW; De Boelelaan 1105 1081 HV Amsterdam The Netherlands,Wiley,JOUR
10.1002/ange.201701486,"Bickelhaupt, F. Matthias",Department of Theoretical Chemistry und Amsterdam Center for Multiscale Modeling (ACMM); Vrije Universiteit Amsterdam; De Boelelaan 1083 1081 HV Amsterdam Niederlande; Institute of Molecules and Materials (IMM); Radboud University; Heyendaalseweg 135 6525 AJ Nijmegen Niederlande,Wiley,JOUR
10.5281/zenodo.3688391,"Schrammeijer, Bep",Vrije Universiteit Amsterdam,Zenodo,DATA
10.5281/zenodo.3688392,"Schrammeijer, Bep",Vrije Universiteit Amsterdam,Zenodo,DATA
10.5281/zenodo.3674737,"Filyushkina, A.",Vrije Universiteit Amsterdam,Zenodo,RPRT
10.5281/zenodo.3674738,"Filyushkina, A.",Vrije Universiteit Amsterdam,Zenodo,RPRT
10.1111/jcom.12211,"Burgers, Christian",Department of Communication Science; Vrije Universiteit Amsterdam; 1081 HV Amsterdam The Netherlands,Oxford University Press (OUP),JOUR
10.1029/2002jb002073,"Garcia-Castellanos, Daniel",Faculty of Earth Sciences; Vrije Universiteit; Amsterdam Netherlands,American Geophysical Union (AGU),JOUR
10.1080/13523260.2016.1228034,"Wagner, Wolfgang","Department of Political Science and Public Administration, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.1146/annurev.polisci.12.041107.102315,"Hooghe, Liesbet","Department of Political Science, University of North Carolina, Chapel Hill, North Carolina 27599; email: ,; Department of Political Science, Vrije Universiteit Amsterdam, the Netherlands",Annual Reviews,JOUR
10.1021/acsenergylett.6b00595,"ten Brinck, Stephanie","Department of TheoreticalChemistry, Faculty of Sciences, Vrije Universiteit Amsterdam, 1081 HV Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1177/0022022104264126,"van Herk, Hester",Vrije Universiteit Amsterdam,SAGE Publications,JOUR
10.1111/cdoe.12345,"van der Zande, Marieke M.",Department of Oral Implantology and Prosthetic Dentistry; Academic Centre for Dentistry Amsterdam (ACTA); University of Amsterdam and Vrije Universiteit; Amsterdam The Netherlands; Department of Social Dentistry and Behavioural Sciences; Academic Centre for Dentistry Amsterdam (ACTA); University of Amsterdam and Vrije Universiteit; Amsterdam The Netherlands,Wiley,JOUR
10.1021/acs.jpcc.6b07247,"Polak, Leo","Department of Physics andAstronomy, Vrije Universiteit Amsterdam, 1081 HV Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1111/radm.12180,"Galán-Muros, Victoria","Faculty of Social Sciences; Vrije Universiteit Amsterdam; De Boelelaan 1105, 1081HV Amsterdam The Netherlands; Science to Business Marketing Research Centre; Münster University of Applied Sciences; Corrensstraße 25, 48149 Münster Germany",Wiley,JOUR
10.1027/0227-5910/a000316,"de Beurs, Derek","Netherlands Institute for Health Services Research (Nivel), Utrecht, The Netherlands; Department of Clinical Psychology, Vrije Universiteit Amsterdam, The Netherlands",Hogrefe Publishing Group,JOUR
10.1042/bst20120115,"Millo, Diego","Vrije Universiteit Amsterdam, Biomolecular Spectroscopy/LaserLaB Amsterdam, De Boelelaan 1083, NL-1081 HV Amsterdam, The Netherlands",Portland Press Ltd.,JOUR
10.1093/jpo/joy015,"Heusinkveld, Stefan","School of Business and Economics, Vrije Universiteit Amsterdam, The Netherlands",Oxford University Press (OUP),JOUR
10.18140/flx/1440182,"Dolman, Han",Vrije Universiteit Amsterdam,FluxNet; Vrije Universiteit Amsterdam,DATA
10.1177/1464884916688290,"Kormelink, Tim Groot","Vrije Universiteit Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1111/idh.12316,"Hennequin-Hoenderdos, NL",Department of Periodontology; Academic Centre for Dentistry Amsterdam (ACTA); University of Amsterdam and Vrije Universiteit Amsterdam; Amsterdam The Netherlands,Wiley,JOUR
10.1080/07474930600712848,"Jungbacker, Borus","a Department of Econometrics , Vrije Universiteit Amsterdam, Tinbergen Institute Amsterdam , Netherlands",Informa UK Limited,JOUR
10.2304/eerj.2007.6.1.13,"Lunenberg, Mieke","Vrije University, Amsterdam, Netherlands",SAGE Publications,JOUR
10.1111/j.1438-8677.1986.tb00485.x,"Rozema, J.","Vakgroep Oecologie en Oecotoxicologie, Biologisch Laboratorium, Vrije Universiteit; De Boelelaan 1087 1081 HV Amsterdam",Wiley,JOUR
10.1518/0018720024494775,"Theeuwes, Jan","Vrije Universiteit, Amsterdam, Netherlands",SAGE Publications,JOUR
10.1177/1087054716658124,"Veenman, Betty","Vrije Universiteit Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1111/jcpe.12711,"Sun, Xiaoyu","Department of Periodontology School and Hospital of Stomatology Wenzhou Medical University Wenzhou China; Institute of Stomatology School and Hospital of Stomatology Wenzhou Medical University Wenzhou China; Department of Oral Implantology and Prosthetic Dentistry Academic Centre for Dentistry Amsterdam (ACTA) University of Amsterdam and Vrije Universiteit Amsterdam, Amsterdam Movement Sciences Amsterdam The Netherlands",Wiley,JOUR
10.1002/jcc.24383,"Zaccaria, Francesco",Department of Theoretical Chemistry and Amsterdam Center for Multiscale Modeling; Vrije Universiteit Amsterdam; De Boelelaan 1083 Amsterdam 1081 HV the Netherlands,Wiley,JOUR
10.5281/zenodo.3582927,"Otten, René",Vrije Universiteit Amsterdam,Zenodo,RPRT
10.5281/zenodo.3582928,"Otten, René",Vrije Universiteit Amsterdam,Zenodo,RPRT
10.1002/chir.22330,"Nicu, Valentin Paul",Theoretical Chemistry; Vrije Universiteit Amsterdam; Amsterdam The Netherlands,Wiley,JOUR
10.1096/fj.01-0206fje,"Elmore, Steven P.",Laboratory for PhysiologyVrije UniversityVan der Boechorststraat 71081 BTAmsterdamThe Netherlands,Wiley,JOUR
10.1084/jem.172.4.1025,"Huitinga, I","Department of Cell Biology, Medical Faculty, Vrije Universiteit, Amsterdam, The Netherlands.",Rockefeller University Press,JOUR
10.2466/pms.102.2.302-308,"van Rossum, Jacques H. A.","Human Movement Sciences, Vrije Universiteit, Dance Department, The Theatre School, Amsterdam",SAGE Publications,JOUR
10.1161/01.atv.20.5.1396,"Giltay, E. J.","From the Institute of Endocrinology, Reproduction and Metabolism (E.J.G., L.J.G.G.), the Department of Internal Medicine (C.D.A.S.), and the Institute for Cardiovascular Research (C.D.A.S.), University Hospital Vrije Universiteit, Amsterdam, and the Gaubius Laboratory (J.J.E., T.K.), The Netherlands Organization for Applied Research, Leiden, the Netherlands.",Ovid Technologies (Wolters Kluwer Health),JOUR
10.1021/acs.analchem.7b00211,"Gahoual, Rabah","Division of BioAnalytical Chemistry, Vrije Universiteit Amsterdam, 1081 HV Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1177/0093650205285366,"de Vries, Reinout E.","Vrije Universiteit, Amsterdam, Netherlands,",SAGE Publications,JOUR
10.1021/acs.jcim.7b00222,"van Dijk, Marc","AIMMSDivision of Molecular Toxicology, Department of Chemistry and PharmaceuticalSciences, Vrije Universiteit Amsterdam, De Boelelaan 1108, 1081 HZ Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1080/00140130310001617967,"Visser, Bart","a   Institute for Fundamental and Clinical Human Movement Sciences, Faculty of Human Movement Sciences , Vrije Universiteit Amsterdam ,  The Netherlands; b  Research Centre Body@Work, TNO Work and Employment , Hoofddorp,  The Netherlands",Informa UK Limited,JOUR
10.1042/bj20042099,"den HERTOG, Alice L.","Department of Oral Biochemistry, Academic Centre for Dentistry Amsterdam (ACTA), Vrije Universiteit and Universiteit van Amsterdam, Van der Boechorststraat 7, 1081 BT, Amsterdam, The Netherlands",Portland Press Ltd.,JOUR
10.1177/1012690209356989,"van Hilvoorde, Ivo","Vrije Universiteit Amsterdam and WJH Mulier Institute, The Netherlands,",SAGE Publications,JOUR
10.1111/1751-7915.12368,"van den Nieuwboer, Maurits",Athena Institute; Vrije Universiteit; Amsterdam The Netherlands,Wiley,JOUR
10.1002/wps.20630,"Boschloo, Lynn","Department of Clinical, Neuro and Developmental Psychology, Amsterdam Public Health Research InstituteVrije Universiteit AmsterdamAmsterdamThe Netherlands; Department of Psychiatry and Interdisciplinary Center Psychopathology and Emotion Regulation (ICPE)University of Groningen, University Medical Center GroningenGroningenThe Netherlands",Wiley,JOUR
10.1068/a39369,"de Vries, Jacob J","Department of Spatial Economics, Vrije Universiteit, De Boelelaan 1105, NL-1081HV Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1111/spc3.12255,"Wu, Junhui",Vrije Universiteit Amsterdam,Wiley,JOUR
10.1111/jcpe.12435,"Oliveira, Sara Cioccari",Department of Periodontology; Academic Centre for Dentistry Amsterdam (ACTA); University of Amsterdam and Vrije University Amsterdam; Amsterdam The Netherlands; Department of Social and Preventive Dentistry; Faculty of Dentistry; Federal University of Rio Grande do Sul; Porto Alegre Brazil,Wiley,JOUR
10.2991/jnmp.2002.9.s1.18,"Wang, Jing Ping","a  Division of Mathematics &amp; Computer Science, Faculty of Sciences , Vrije Universiteit,  Amsterdam ,  The Netherlands  E-mail:",Informa UK Limited,JOUR
10.1080/02701367.2017.1413230,"Limpens, Vera",Vrije Universiteit Amsterdam,Informa UK Limited,JOUR
10.3945/ajcn.2009.28113,"Lips, Paul",From the Department of Endocrinology Vrije Universiteit Medisch Centrum Amsterdam Netherlands (PL); the Department of Osteoporosis Clinical Research University of Wisconsin Madison WI (NB); Klinik der Furstenhof Bad Pyrmont Germany (MP); the Osteoporosis Research Center Creighton University Omaha NE (RR); Merck & Co Inc Rahway NJ (SS DAC JCDAP);Merck & Co Inc North Wales PA (ER).,Oxford University Press (OUP),JOUR
10.1177/0170840616655489,"van Marrewijk, Alfons","Vrije Universiteit Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1029/2002jb002190,"Smit, J. H. W.","Netherlands Centre for Integrated Solid Earth Science, Faculty of Earth and Life Sciences; Vrije Universiteit; Amsterdam Netherlands",American Geophysical Union (AGU),JOUR
10.1105/tpc.105.034041,"Quattrocchio, Francesca","Institute for Molecular and Cellular Biology, Vrije Universiteit, 1081 HV Amsterdam, The Netherlands",American Society of Plant Biologists (ASPB),JOUR
10.1509/jmkg.75.5.34,"Noordhoff, Corine S.",Vrije Universiteit Amsterdam,SAGE Publications,JOUR
10.1177/2053951716662054,"Mulder, Femke","Vrije Universiteit, The Netherlands",SAGE Publications,JOUR
10.1111/nph.14766,"Cornelissen, Johannes H. C.",Systems Ecology; Department of Ecological Science; Faculty of Science; Vrije Universiteit Amsterdam; De Boelelaan 1085 1081 HV Amsterdam the Netherlands,Wiley,JOUR
10.1039/c7cp02123b,"Baerends, E. J.",Section Theoretical Chemistry; Vrije Universiteit; Amsterdam; The Netherlands,Royal Society of Chemistry (RSC),JOUR
10.1093/ajcn/87.1.150,"Houston, Denise K","From the Sticht Center on Aging, Wake Forest University School of Medicine, Winston-Salem, NC (DKH, BJN, JD, and SBK); the National Institute on Aging, Bethesda, MD (TBH); the University of Tennessee, Memphis, TN (FAT); the University of Pittsburgh, Pittsburgh, PA (ABN); the University of Georgia, Athens, GA (JSL); the University of Maryland, College Park, MD (NRS); and Vrije University, Amsterda",Oxford University Press (OUP),JOUR
10.1080/092970490911351,"Stins, John F.","a   Vrije Universiteit  , Amsterdam,  The Netherlands",Informa UK Limited,JOUR
10.1080/02699052.2018.1531301,"Milders, Maarten","Department of Clinical Neuropsychology, Vrije Universiteit Amsterdam, Amsterdam, Netherlands",Informa UK Limited,JOUR
10.1039/c5cp01806d,"Michael Gruber, J.",Department of Biophysics; Faculty of Sciences; Vrije Universiteit; 1081HV Amsterdam; The Netherlands,Royal Society of Chemistry (RSC),JOUR
10.1093/ejcts/ezx438,"Nederend, Ineke","Department of Biological Psychology, Faculty of Behavioral and Movement Sciences, Amsterdam Public Health Research Institute, Vrije Universiteit Amsterdam, Amsterdam, Netherlands; Department of Pediatric Cardiology, LUMC University Medical Center, Leiden, Netherlands",Oxford University Press (OUP),JOUR
10.1152/jn.00898.2002,"Meems, Ryanne","Department of Molecular and Cellular Neurobiology, Research Institute Neuroscience Vrije Universiteit, Faculty of Earth and Life Sciences, 1081 HV Amsterdam, The Netherlands; and",American Physiological Society,JOUR
10.5465/amj.2016.0687,"Deken, Fleur",Vrije Universiteit Amsterdam,Academy of Management,JOUR
10.1111/1467-8551.12214,"Gutermann, Daniela",Jacobs University Bremen (and Vrije Universiteit Amsterdam); Campus Ring 1 28759 Bremen Germany,Wiley,JOUR
10.1111/jopy.12357,"Schlinkert, Caroline",Vrije Universiteit Amsterdam; University of Trier,Wiley,JOUR
10.1105/tpc.108.060871,"Souer, Erik","Institute for Molecular Cell Biology, Graduate School of Experimental Plant Sciences, Vrije Universiteit, 1081HV Amsterdam, The Netherlands",American Society of Plant Biologists (ASPB),JOUR
